person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_int_rate,person_emp_length
26,52500,RENT,DEBTCONSOLIDATION,B,5700,0,0.11,N,2,11.12,0.0
21,17000,RENT,MEDICAL,A,5750,1,0.34,N,2,8.9,3.0000000000000004
24,34000,RENT,VENTURE,B,5750,0,0.17,N,3,10.75,1.0
24,48000,MORTGAGE,MEDICAL,A,10000,0,0.21,N,3,7.49,8.0
21,42000,MORTGAGE,DEBTCONSOLIDATION,B,8325,1,0.2,N,2,11.120000000000001,5.0
22,45900,RENT,EDUCATION,A,5750,0,0.13,N,3,8.94,3.0000000000000004
25,70000,RENT,VENTURE,A,5750,0,0.08,N,4,8.0,1.0
22,48000,MORTGAGE,DEBTCONSOLIDATION,C,10000,0,0.21,Y,4,13.49,6.000000000000001
25,85000,RENT,EDUCATION,A,5750,0,0.07,N,4,7.29,9.0
22,95000,RENT,EDUCATION,A,5750,0,0.06,N,3,8.106,0.0
24,48000,OWN,VENTURE,A,4400,0,0.09,N,4,5.99,5.0
25,147750,RENT,HOMEIMPROVEMENT,B,5750,0,0.04,N,4,9.99,3.0000000000000004
23,30900,RENT,PERSONAL,A,5775,1,0.19,N,4,9.629999999999999,1.0
25,48000,MORTGAGE,VENTURE,B,3000,0,0.06,N,4,11.99,7.0
24,120000,RENT,VENTURE,A,5775,0,0.05,N,2,6.17,0.0
21,18000,RENT,DEBTCONSOLIDATION,C,5800,1,0.32,Y,4,14.719999999999997,2.0
25,48000,MORTGAGE,VENTURE,A,3200,0,0.07,N,2,6.99,6.000000000000001
22,20400,RENT,EDUCATION,A,5800,0,0.28,N,4,8.94,2.0
23,25000,RENT,MEDICAL,B,5800,0,0.23,N,4,9.91,0.0
24,48000,MORTGAGE,MEDICAL,B,4200,0,0.09,N,4,11.99,4.0
23,48000,MORTGAGE,EDUCATION,C,5000,0,0.1,Y,2,13.99,5.0
26,27000,RENT,MEDICAL,B,5800,0,0.21,N,3,10.65,1.0
23,27252,RENT,VENTURE,C,5800,0,0.21,N,4,13.06,3.0000000000000004
26,48000,MORTGAGE,HOMEIMPROVEMENT,A,4000,0,0.08,N,2,5.42,10.0
24,35020,RENT,MEDICAL,A,5800,0,0.17,N,3,8.32,0.0
22,48000,OWN,VENTURE,A,4800,0,0.1,N,4,8.49,6.000000000000001
22,41300,RENT,VENTURE,A,5800,0,0.14,N,3,7.43,1.0
24,48000,MORTGAGE,EDUCATION,A,5000,0,0.1,N,2,5.99,4.0
24,48000,MORTGAGE,PERSONAL,A,3200,0,0.07,N,4,5.99,8.0
25,48000,MORTGAGE,DEBTCONSOLIDATION,C,1000,0,0.02,Y,3,13.49,9.0
22,45000,RENT,MEDICAL,A,5800,0,0.13,N,3,7.88,3.0000000000000004
26,48000,MORTGAGE,PERSONAL,B,8000,0,0.17,N,4,10.59,9.0
23,42000,MORTGAGE,DEBTCONSOLIDATION,C,1800,1,0.04,Y,3,12.99,3.0000000000000004
26,144000,RENT,DEBTCONSOLIDATION,A,5800,0,0.04,N,3,7.29,0.0
26,48000,OWN,VENTURE,C,3600,0,0.07,N,4,13.49,3.0000000000000004
23,12000,RENT,PERSONAL,A,5825,1,0.49,N,4,6.62,0.0
22,25000,RENT,MEDICAL,C,5825,0,0.23,N,2,14.27,4.0
26,26000,RENT,MEDICAL,C,5825,0,0.22,Y,4,14.27,5.0
23,42000,MORTGAGE,EDUCATION,A,10500,1,0.25,N,2,7.660000000000001,7.0
23,50000,RENT,MEDICAL,B,5825,0,0.12,N,2,10.65,8.0
22,48000,MORTGAGE,PERSONAL,B,4000,0,0.08,N,2,9.629999999999999,1.0
23,48000,OWN,VENTURE,B,7000,0,0.15,N,4,10.74,4.0
24,48000,MORTGAGE,MEDICAL,A,4000,0,0.08,N,4,5.42,4.0
24,60000,RENT,VENTURE,A,5850,0,0.1,N,3,7.49,4.0
25,48000,MORTGAGE,DEBTCONSOLIDATION,B,4800,0,0.1,N,4,10.74,3.0000000000000004
25,19200,RENT,EDUCATION,D,5875,1,0.31,N,3,14.11,5.0
26,40000,RENT,VENTURE,B,5875,0,0.15,N,2,12.69,4.0
26,49680,RENT,MEDICAL,C,5875,0,0.12,Y,3,12.99,1.0
23,56000,RENT,EDUCATION,D,5875,0,0.1,N,2,14.539999999999996,3.0000000000000004
21,14400,RENT,EDUCATION,B,5900,1,0.41,N,3,12.42,2.0
24,23000,RENT,PERSONAL,A,5900,0,0.26,N,4,9.629999999999999,4.0
23,30000,RENT,EDUCATION,A,5900,0,0.2,N,2,7.88,5.0
26,36800,RENT,PERSONAL,B,5900,0,0.16,N,3,10.71,0.0
25,34000,RENT,HOMEIMPROVEMENT,B,5925,1,0.17,N,4,11.110000000000001,0.0
23,20124,RENT,DEBTCONSOLIDATION,C,5950,0,0.3,Y,3,13.49,2.4000000000000004
24,48000,OWN,EDUCATION,C,15000,0,0.31,N,4,13.06,2.0
23,29376,RENT,VENTURE,A,5950,0,0.2,N,2,7.660000000000001,3.0000000000000004
23,48000,MORTGAGE,VENTURE,A,14125,0,0.29,N,2,6.845999999999999,7.0
24,48000,MORTGAGE,MEDICAL,A,12000,0,0.25,N,3,7.29,7.0
25,48000,MORTGAGE,HOMEIMPROVEMENT,A,4500,0,0.09,N,2,5.42,6.3999999999999995
25,78000,RENT,HOMEIMPROVEMENT,A,5950,0,0.08,N,3,7.29,3.0000000000000004
24,46000,RENT,EDUCATION,D,5975,1,0.13,Y,2,14.46,0.0
22,12000,RENT,DEBTCONSOLIDATION,B,6000,1,0.5,N,4,8.88,0.0
25,13440,RENT,MEDICAL,A,6000,1,0.45,N,3,7.49,3.0000000000000004
24,14880,RENT,EDUCATION,B,6000,1,0.4,N,3,10.0,2.0
22,15000,RENT,MEDICAL,A,6000,1,0.4,N,3,6.029999999999999,6.000000000000001
22,15000,RENT,EDUCATION,D,6000,1,0.4,N,4,14.589999999999998,3.0000000000000004
21,16000,RENT,VENTURE,B,6000,1,0.38,N,3,9.629999999999999,5.0
24,48000,MORTGAGE,DEBTCONSOLIDATION,B,4800,0,0.1,N,2,9.99,3.0000000000000004
24,16800,RENT,DEBTCONSOLIDATION,D,6000,1,0.36,Y,4,14.84,2.0
26,17376,RENT,VENTURE,B,6000,1,0.35,N,3,10.99,1.0
26,48000,MORTGAGE,PERSONAL,A,10000,0,0.21,N,3,5.79,4.0
22,18000,RENT,VENTURE,A,6000,1,0.33,N,2,6.62,2.0
24,48000,MORTGAGE,DEBTCONSOLIDATION,B,12000,0,0.25,N,3,11.380000000000003,4.0
24,18000,RENT,PERSONAL,B,6000,1,0.33,N,2,12.21,8.0
22,18000,RENT,MEDICAL,B,6000,1,0.33,N,3,11.228000000000002,1.0
22,18200,RENT,HOMEIMPROVEMENT,A,6000,1,0.33,N,3,7.660000000000001,4.0
22,18996,RENT,MEDICAL,D,6000,1,0.32,Y,3,14.74,4.0
23,42000,MORTGAGE,EDUCATION,D,2000,1,0.05,Y,2,15.199999999999998,5.0
22,48000,MORTGAGE,MEDICAL,A,3500,0,0.07,N,3,6.54,0.0
21,18996,RENT,DEBTCONSOLIDATION,A,6000,1,0.32,N,4,6.9239999999999995,0.0
23,19000,RENT,EDUCATION,C,6000,1,0.32,N,2,10.59,2.0
22,48000,MORTGAGE,MEDICAL,B,3800,0,0.08,N,2,11.174000000000001,6.000000000000001
24,19200,RENT,EDUCATION,B,6000,1,0.31,N,3,10.59,0.0
25,19200,RENT,MEDICAL,A,6000,1,0.31,N,3,7.14,3.0000000000000004
21,19200,RENT,PERSONAL,B,6000,1,0.31,N,2,9.88,0.0
25,19200,RENT,HOMEIMPROVEMENT,C,6000,1,0.31,Y,2,13.11,2.0
22,48000,MORTGAGE,PERSONAL,A,6500,0,0.14,N,2,6.17,4.0
24,20000,RENT,VENTURE,A,6000,0,0.3,N,2,7.14,8.0
24,48000,MORTGAGE,HOMEIMPROVEMENT,A,17000,0,0.35,N,4,6.91,5.0
24,48000,OWN,EDUCATION,A,3000,0,0.06,N,4,5.79,4.0
26,20400,RENT,VENTURE,B,6000,0,0.29,N,2,9.99,0.0
22,21300,RENT,DEBTCONSOLIDATION,C,6000,0,0.28,Y,3,15.959999999999999,0.0
23,48000,OWN,VENTURE,B,2550,0,0.05,N,3,11.86,5.0
26,21600,RENT,MEDICAL,B,6000,0,0.28,N,4,10.59,3.0000000000000004
23,21600,RENT,MEDICAL,D,6000,1,0.28,N,4,14.42,2.0
24,21640,RENT,VENTURE,A,6000,0,0.28,N,4,6.62,4.6000000000000005
25,21812,RENT,EDUCATION,C,6000,0,0.28,Y,2,14.719999999999997,7.0
23,21996,RENT,VENTURE,C,6000,0,0.27,Y,3,13.47,6.000000000000001
22,48000,MORTGAGE,MEDICAL,B,9600,0,0.2,N,2,11.86,2.0
21,22600,RENT,EDUCATION,C,6000,0,0.27,N,4,12.23,3.0000000000000004
25,22800,RENT,MEDICAL,B,6000,0,0.26,N,3,10.816,2.2
25,22800,RENT,MEDICAL,C,6000,1,0.26,N,4,13.35,0.0
22,48000,MORTGAGE,EDUCATION,A,9600,0,0.2,N,4,7.509999999999999,5.0
22,22880,RENT,DEBTCONSOLIDATION,C,6000,0,0.26,Y,4,13.57,5.0
25,48000,MORTGAGE,VENTURE,B,5000,0,0.1,N,4,10.882000000000001,2.0
23,22884,RENT,EDUCATION,B,6000,0,0.26,N,3,11.49,8.0
21,23000,RENT,EDUCATION,B,6000,0,0.26,N,2,10.95,5.0
22,48000,MORTGAGE,PERSONAL,B,4000,0,0.08,N,2,11.86,4.0
21,23040,RENT,HOMEIMPROVEMENT,A,6000,1,0.26,N,2,7.9,0.0
25,23198,RENT,VENTURE,A,6000,0,0.26,N,4,8.0,2.0
22,23631,RENT,PERSONAL,B,6000,0,0.25,N,3,10.946000000000002,3.5999999999999996
22,24000,RENT,MEDICAL,B,6000,0,0.25,N,4,10.65,6.000000000000001
25,48000,MORTGAGE,DEBTCONSOLIDATION,A,4000,0,0.08,N,3,7.14,3.0000000000000004
26,24000,RENT,MEDICAL,A,6000,0,0.25,N,3,8.9,5.0
25,48000,MORTGAGE,PERSONAL,B,7350,0,0.15,N,2,11.12,4.0
26,24000,RENT,DEBTCONSOLIDATION,A,6000,0,0.25,N,4,6.62,5.0
24,48000,MORTGAGE,PERSONAL,A,1200,0,0.03,N,3,6.76,4.0
23,24000,RENT,EDUCATION,A,6000,0,0.25,N,4,5.42,4.0
24,24000,RENT,MEDICAL,B,6000,0,0.25,N,4,11.99,1.0
23,48000,MORTGAGE,EDUCATION,A,3200,0,0.07,N,2,7.509999999999999,0.0
24,42000,MORTGAGE,PERSONAL,E,18250,1,0.43,Y,4,16.82,5.800000000000001
24,48000,MORTGAGE,VENTURE,A,9600,0,0.2,N,4,7.233999999999999,3.0000000000000004
24,24000,RENT,MEDICAL,C,6000,0,0.25,Y,4,12.99,1.3999999999999997
26,48000,OWN,VENTURE,B,15000,0,0.31,N,3,11.12,10.0
23,24000,RENT,DEBTCONSOLIDATION,B,6000,0,0.25,N,2,10.526000000000002,0.0
25,48000,MORTGAGE,EDUCATION,B,24250,0,0.51,N,3,10.25,6.000000000000001
22,48000,MORTGAGE,EDUCATION,C,7000,0,0.15,N,3,13.479999999999999,2.0
22,48000,MORTGAGE,EDUCATION,A,5000,0,0.1,N,2,7.88,6.000000000000001
21,24000,RENT,MEDICAL,B,6000,0,0.25,N,3,11.36,2.0
22,24000,RENT,HOMEIMPROVEMENT,B,6000,1,0.25,N,3,12.18,2.0
21,24996,RENT,DEBTCONSOLIDATION,C,6000,0,0.24,N,2,13.61,6.000000000000001
21,24996,RENT,EDUCATION,B,6000,0,0.24,N,3,11.83,3.0000000000000004
23,25000,RENT,VENTURE,A,6000,0,0.24,N,2,7.509999999999999,7.0
25,25000,RENT,PERSONAL,B,6000,0,0.24,N,2,10.752,2.0
22,48000,MORTGAGE,VENTURE,B,6500,0,0.14,N,3,10.62,7.0
25,25000,RENT,DEBTCONSOLIDATION,E,6000,1,0.24,N,2,16.4,1.0
21,25000,RENT,DEBTCONSOLIDATION,B,6000,0,0.24,N,4,11.616000000000001,3.0000000000000004
26,25000,RENT,EDUCATION,A,6000,0,0.24,N,2,8.0,5.0
25,48000,OWN,EDUCATION,B,15000,0,0.31,N,4,10.25,7.0
22,48000,MORTGAGE,MEDICAL,B,15000,0,0.31,N,2,9.88,4.0
24,25200,RENT,MEDICAL,A,6000,0,0.24,N,2,7.49,6.000000000000001
26,48000,MORTGAGE,VENTURE,B,4200,0,0.09,N,2,10.62,1.0
24,48000,MORTGAGE,EDUCATION,B,5500,0,0.11,N,3,11.36,2.0
25,48000,MORTGAGE,EDUCATION,C,16750,0,0.35,Y,4,12.982,5.0
26,48000,MORTGAGE,VENTURE,A,4000,0,0.08,N,2,7.0200000000000005,10.0
21,25200,RENT,EDUCATION,A,6000,0,0.24,N,3,7.49,2.0
23,25200,RENT,HOMEIMPROVEMENT,C,6000,1,0.24,Y,4,13.23,0.0
23,48000,MORTGAGE,VENTURE,B,12000,0,0.25,N,3,11.36,3.0000000000000004
21,25200,RENT,VENTURE,A,6000,0,0.24,N,3,8.94,5.0
25,25200,RENT,DEBTCONSOLIDATION,B,6000,0,0.24,N,3,9.76,0.0
24,25800,RENT,MEDICAL,A,6000,0,0.23,N,4,7.14,0.0
23,25800,RENT,VENTURE,C,6000,0,0.23,Y,3,13.857999999999999,2.0
21,26000,RENT,DEBTCONSOLIDATION,A,6000,0,0.23,N,2,7.49,5.0
26,26400,RENT,PERSONAL,B,6000,0,0.23,N,2,10.65,6.000000000000001
25,48000,MORTGAGE,HOMEIMPROVEMENT,A,7800,0,0.16,N,2,8.94,5.0
26,26400,RENT,MEDICAL,C,6000,0,0.23,N,4,5.999999999999999,6.000000000000001
22,26400,RENT,VENTURE,A,6000,0,0.23,N,3,8.59,0.0
25,26500,RENT,PERSONAL,B,6000,0,0.23,N,3,12.42,9.0
25,48000,OWN,VENTURE,A,7500,0,0.16,N,3,7.05,0.0
24,26500,RENT,MEDICAL,C,6000,0,0.23,Y,3,13.79,0.0
25,26780,RENT,DEBTCONSOLIDATION,B,6000,0,0.22,N,4,9.25,0.0
25,27000,RENT,VENTURE,B,6000,0,0.22,N,3,11.86,9.0
24,42000,MORTGAGE,DEBTCONSOLIDATION,A,3500,1,0.08,N,3,8.94,2.0
23,27000,RENT,EDUCATION,C,6000,0,0.22,N,3,11.66,6.000000000000001
22,48000,MORTGAGE,PERSONAL,B,2800,0,0.06,N,2,12.529999999999998,0.0
26,27031,RENT,VENTURE,B,6000,0,0.22,N,4,9.99,2.0
24,48000,MORTGAGE,EDUCATION,A,3100,0,0.06,N,3,8.94,8.0
25,27040,RENT,PERSONAL,A,6000,0,0.22,N,2,7.9,2.0
23,48000,OWN,VENTURE,E,15750,0,0.33,N,3,16.35,0.0
22,27600,RENT,DEBTCONSOLIDATION,B,6000,0,0.22,N,4,10.38,2.0
24,48000,MORTGAGE,EDUCATION,B,4400,0,0.09,N,2,11.83,0.0
26,48000,MORTGAGE,HOMEIMPROVEMENT,C,16750,0,0.35,Y,3,14.26,7.0
23,48000,OWN,EDUCATION,C,6000,0,0.13,Y,2,12.87,8.0
22,48000,MORTGAGE,VENTURE,B,8000,0,0.17,N,4,12.529999999999998,3.0000000000000004
25,28000,RENT,PERSONAL,B,6000,1,0.21,N,4,10.59,2.0
23,28000,RENT,PERSONAL,B,6000,0,0.21,N,4,9.629999999999999,5.0
22,28000,RENT,EDUCATION,C,6000,0,0.21,Y,2,12.98,3.0000000000000004
26,48000,MORTGAGE,EDUCATION,A,10000,0,0.21,N,2,7.74,10.0
23,28000,RENT,EDUCATION,A,6000,0,0.21,N,4,9.629999999999999,0.0
23,28284,RENT,VENTURE,A,6000,0,0.21,N,4,7.660000000000001,8.0
21,48000,MORTGAGE,EDUCATION,C,10800,0,0.23,N,2,12.84,5.0
25,28675,RENT,DEBTCONSOLIDATION,A,6000,0,0.21,N,3,8.9,1.0
23,28800,RENT,MEDICAL,B,6000,0,0.21,N,3,11.152000000000001,4.0
21,28800,RENT,EDUCATION,C,6000,0,0.21,Y,4,13.8,3.0000000000000004
21,28800,RENT,HOMEIMPROVEMENT,B,6000,1,0.21,N,3,10.62,2.0
23,28800,RENT,DEBTCONSOLIDATION,A,6000,0,0.21,N,3,8.94,0.0
25,28800,RENT,VENTURE,E,6000,1,0.21,Y,4,17.04,1.0
24,29000,RENT,MEDICAL,C,6000,0,0.21,N,2,15.269999999999998,5.0
23,29000,RENT,VENTURE,A,6000,0,0.21,N,3,5.99,1.0
23,29000,RENT,PERSONAL,C,6000,0,0.21,N,4,13.61,7.0
22,29000,RENT,VENTURE,B,6000,0,0.21,N,2,10.25,5.0
22,29000,RENT,VENTURE,B,6000,0,0.21,N,3,11.46,4.0
24,48000,OWN,HOMEIMPROVEMENT,C,2800,0,0.06,Y,4,12.529999999999998,3.0000000000000004
23,29820,RENT,EDUCATION,C,6000,0,0.2,N,3,14.22,0.0
22,30000,RENT,MEDICAL,B,6000,0,0.2,N,4,12.42,4.0
24,48000,OWN,VENTURE,A,10400,0,0.22,N,3,7.37,5.0
22,30000,RENT,EDUCATION,B,6000,0,0.2,N,2,10.65,1.0
22,30000,RENT,EDUCATION,C,6000,1,0.2,N,3,14.27,7.0
22,48000,MORTGAGE,EDUCATION,A,9925,0,0.21,N,2,9.629999999999999,6.000000000000001
24,30000,RENT,MEDICAL,C,6000,0,0.2,N,2,13.49,0.0
24,48000,OTHER,VENTURE,B,7800,0,0.16,N,4,11.89,5.0
24,30000,RENT,MEDICAL,A,6000,0,0.2,N,3,7.509999999999999,6.000000000000001
23,48000,MORTGAGE,EDUCATION,A,10000,0,0.21,N,4,9.32,2.0
24,30000,RENT,DEBTCONSOLIDATION,C,6000,0,0.2,N,3,13.49,2.0
22,30000,RENT,EDUCATION,A,6000,0,0.2,N,4,7.509999999999999,6.000000000000001
24,30000,RENT,VENTURE,B,6000,0,0.2,N,2,12.42,0.0
22,30000,RENT,PERSONAL,B,6000,0,0.2,N,4,12.42,2.0
24,48000,OWN,PERSONAL,A,1300,0,0.03,N,4,9.07,8.0
22,48000,MORTGAGE,DEBTCONSOLIDATION,A,4800,0,0.1,N,3,9.07,0.0
22,48000,OWN,PERSONAL,B,2400,0,0.05,N,3,11.46,4.0
25,48000,MORTGAGE,EDUCATION,C,7000,0,0.15,Y,2,12.09,9.0
24,30000,RENT,EDUCATION,B,6000,0,0.2,N,4,11.71,3.0000000000000004
23,30000,RENT,DEBTCONSOLIDATION,B,6000,0,0.2,N,4,11.71,3.0000000000000004
23,48000,OWN,EDUCATION,B,5000,0,0.1,N,4,10.08,6.000000000000001
24,48000,MORTGAGE,HOMEIMPROVEMENT,A,5000,0,0.1,N,4,7.68,2.0
23,30000,RENT,EDUCATION,C,6000,0,0.2,Y,3,13.49,0.0
22,30000,RENT,PERSONAL,B,6000,1,0.2,N,2,10.99,4.0
23,30000,RENT,EDUCATION,A,6000,0,0.2,N,3,8.49,0.0
24,30000,RENT,HOMEIMPROVEMENT,D,6000,1,0.2,Y,3,15.99,2.0
22,30000,RENT,PERSONAL,B,6000,0,0.2,N,2,10.37,3.0000000000000004
26,30000,RENT,MEDICAL,A,6000,0,0.2,N,2,6.54,2.0
23,30000,RENT,PERSONAL,C,6000,0,0.2,Y,4,14.719999999999997,7.0
21,30000,RENT,MEDICAL,A,6000,0,0.2,N,3,7.509999999999999,4.0
24,48000,MORTGAGE,MEDICAL,C,3500,0,0.07,N,4,10.280000000000001,1.0
26,30000,RENT,DEBTCONSOLIDATION,D,6000,1,0.2,Y,2,14.982000000000001,0.0
21,30000,RENT,MEDICAL,A,6000,0,0.2,N,2,8.94,3.0000000000000004
26,30000,RENT,DEBTCONSOLIDATION,A,6000,0,0.2,N,3,7.74,3.0000000000000004
23,48152,MORTGAGE,MEDICAL,A,9500,0,0.2,N,2,7.29,7.0
22,48156,MORTGAGE,DEBTCONSOLIDATION,A,3000,0,0.06,N,2,6.032,6.000000000000001
21,31000,RENT,MEDICAL,A,6000,0,0.19,N,3,6.029999999999999,6.000000000000001
23,48235,MORTGAGE,VENTURE,B,20000,0,0.41,N,2,12.18,5.0
25,48360,MORTGAGE,EDUCATION,A,6000,0,0.12,N,3,7.660000000000001,9.0
26,31200,RENT,DEBTCONSOLIDATION,C,6000,0,0.19,N,3,15.23,10.0
21,31200,RENT,DEBTCONSOLIDATION,D,6000,1,0.19,N,3,16.89,1.0
25,31200,RENT,DEBTCONSOLIDATION,C,6000,1,0.19,N,4,13.8,1.0
22,31200,RENT,EDUCATION,C,6000,0,0.19,N,2,13.22,4.0
23,48500,MORTGAGE,VENTURE,C,6500,0,0.13,N,4,13.697999999999999,1.0
22,31680,RENT,EDUCATION,B,6000,0,0.19,N,4,11.12,6.000000000000001
24,32000,RENT,HOMEIMPROVEMENT,C,6000,1,0.19,N,3,13.49,1.0
26,48500,MORTGAGE,HOMEIMPROVEMENT,A,13000,0,0.27,N,3,7.29,9.0
23,48500,MORTGAGE,PERSONAL,B,6000,0,0.12,N,2,10.25,8.0
21,32000,RENT,DEBTCONSOLIDATION,A,6000,0,0.19,N,4,5.42,5.0
25,32000,RENT,MEDICAL,B,6000,1,0.19,N,2,10.62,2.0
25,48500,OTHER,EDUCATION,E,19500,1,0.4,N,4,15.57,1.0
22,42500,MORTGAGE,MEDICAL,E,7000,1,0.16,Y,4,15.57,6.000000000000001
25,32000,RENT,PERSONAL,D,6000,1,0.19,Y,3,12.92,1.0
22,32001,RENT,VENTURE,D,6000,0,0.19,Y,3,15.372000000000002,4.0
22,48526,MORTGAGE,EDUCATION,B,13500,0,0.28,N,3,11.14,0.0
24,32004,RENT,PERSONAL,D,6000,1,0.19,N,4,14.84,2.0
23,48600,OWN,MEDICAL,A,5000,0,0.1,N,2,7.49,2.0
23,32124,RENT,MEDICAL,D,6000,1,0.19,Y,3,16.77,2.6000000000000005
22,32496,RENT,PERSONAL,C,6000,0,0.18,N,4,13.04,4.0
23,48600,MORTGAGE,MEDICAL,B,6000,0,0.12,N,4,11.86,5.0
23,48600,MORTGAGE,PERSONAL,B,19000,0,0.39,N,4,11.36,7.0
26,33000,RENT,VENTURE,D,6000,1,0.18,N,2,14.84,1.0
22,33000,RENT,PERSONAL,C,6000,0,0.18,N,4,13.85,6.000000000000001
24,48661,MORTGAGE,EDUCATION,D,8000,0,0.16,N,2,17.58,7.0
23,33276,RENT,EDUCATION,C,6000,0,0.18,Y,4,11.03,4.0
21,33280,RENT,VENTURE,C,6000,0,0.18,Y,2,13.23,0.0
26,33600,RENT,DEBTCONSOLIDATION,B,6000,0,0.18,N,3,10.71,4.0
22,33650,RENT,EDUCATION,D,6000,1,0.18,N,4,12.86,1.0
24,48732,OTHER,MEDICAL,A,3500,0,0.07,N,4,9.32,6.000000000000001
24,48800,MORTGAGE,DEBTCONSOLIDATION,A,9000,0,0.18,N,2,7.49,7.0
21,33996,RENT,PERSONAL,C,6000,0,0.18,Y,3,12.529999999999998,1.0
24,48852,MORTGAGE,VENTURE,A,10300,0,0.21,N,2,6.99,4.0
24,34000,RENT,PERSONAL,A,6000,0,0.18,N,4,8.9,0.0
26,34000,RENT,DEBTCONSOLIDATION,B,6000,0,0.18,N,4,12.69,6.000000000000001
24,48960,MORTGAGE,VENTURE,E,10000,0,0.2,N,3,18.39,8.0
23,34000,RENT,DEBTCONSOLIDATION,D,6000,1,0.18,Y,4,14.09,2.0
22,48996,MORTGAGE,MEDICAL,A,5000,0,0.1,N,4,7.9,5.0
22,34039,RENT,PERSONAL,A,6000,0,0.18,N,2,7.9,4.0
23,48996,MORTGAGE,EDUCATION,C,10525,0,0.21,N,2,13.61,7.0
25,29000,RENT,MEDICAL,C,6000,1,0.21,N,3,13.49,0.0
22,35000,RENT,MEDICAL,A,6000,0,0.17,N,2,7.49,2.0
22,42996,MORTGAGE,HOMEIMPROVEMENT,C,12000,1,0.28,N,4,13.79,7.0
23,29000,RENT,EDUCATION,A,6000,1,0.21,N,3,7.88,5.0
24,35000,RENT,VENTURE,C,6000,0,0.17,Y,4,13.98,0.0
22,35000,RENT,EDUCATION,B,6000,0,0.17,N,2,10.616,7.0
24,35004,RENT,VENTURE,B,6000,0,0.17,N,3,10.59,2.0
24,29004,RENT,VENTURE,D,6000,1,0.21,N,3,15.619999999999997,0.0
23,35004,RENT,EDUCATION,B,6000,0,0.17,N,2,11.112,1.0
26,29004,RENT,PERSONAL,D,6000,1,0.21,N,4,14.11,1.0
23,49000,MORTGAGE,DEBTCONSOLIDATION,A,9600,0,0.2,N,3,5.42,6.000000000000001
24,43000,MORTGAGE,PERSONAL,D,4000,1,0.09,N,3,17.49,1.0
23,49000,MORTGAGE,EDUCATION,A,3500,0,0.07,N,2,5.42,5.0
21,35324,RENT,MEDICAL,B,6000,0,0.17,N,4,11.908,4.0
24,43000,MORTGAGE,DEBTCONSOLIDATION,D,10000,1,0.23,Y,2,16.89,8.0
26,29364,RENT,HOMEIMPROVEMENT,C,6000,1,0.2,Y,4,13.35,4.0
25,49000,OWN,VENTURE,C,3000,0,0.06,N,3,13.334000000000001,6.000000000000001
24,43000,MORTGAGE,DEBTCONSOLIDATION,B,3000,1,0.07,N,3,10.99,2.0
23,49000,MORTGAGE,VENTURE,C,4000,0,0.08,N,4,13.99,7.0
25,35392,RENT,EDUCATION,A,6000,0,0.17,N,3,7.4,9.0
25,49000,MORTGAGE,DEBTCONSOLIDATION,A,7000,0,0.14,N,3,6.99,9.0
22,29916,RENT,PERSONAL,D,6000,1,0.2,N,2,15.65,1.0
25,36000,RENT,MEDICAL,B,6000,0,0.17,N,4,11.35,9.0
24,49000,MORTGAGE,HOMEIMPROVEMENT,A,2700,0,0.06,N,4,6.92,5.0
22,49000,MORTGAGE,EDUCATION,A,2400,0,0.05,N,4,5.79,6.000000000000001
23,49000,MORTGAGE,MEDICAL,A,2400,0,0.05,N,3,7.660000000000001,7.0
25,49000,MORTGAGE,HOMEIMPROVEMENT,B,18225,0,0.37,N,4,10.0,2.0
26,49000,MORTGAGE,EDUCATION,B,20000,0,0.41,N,2,10.0,10.0
22,30000,RENT,EDUCATION,C,6000,1,0.2,N,4,14.789999999999997,7.0
22,30000,RENT,DEBTCONSOLIDATION,E,6000,1,0.2,Y,4,19.39,0.0
22,36000,RENT,DEBTCONSOLIDATION,C,6000,0,0.17,N,4,12.68,1.0
22,49000,MORTGAGE,PERSONAL,A,16750,0,0.34,N,4,6.91,5.4
26,30000,RENT,DEBTCONSOLIDATION,E,6000,1,0.2,N,2,16.77,2.0
23,49000,MORTGAGE,VENTURE,A,6000,0,0.12,N,4,7.88,2.0
26,49000,MORTGAGE,EDUCATION,A,14000,0,0.29,N,2,7.88,10.0
22,36000,RENT,EDUCATION,B,6000,0,0.17,N,3,10.0,6.000000000000001
24,49000,MORTGAGE,MEDICAL,A,3500,0,0.07,N,3,7.88,7.0
25,49000,OWN,HOMEIMPROVEMENT,A,2500,0,0.05,N,4,6.76,4.0
22,36000,RENT,EDUCATION,B,6000,0,0.17,N,3,10.36,4.0
23,36000,RENT,MEDICAL,B,6000,0,0.17,N,4,11.86,2.0
25,36000,RENT,DEBTCONSOLIDATION,C,6000,0,0.17,N,2,14.719999999999997,9.0
22,49000,MORTGAGE,VENTURE,A,4000,0,0.08,N,2,8.94,6.000000000000001
22,49000,MORTGAGE,DEBTCONSOLIDATION,B,8500,0,0.17,N,2,12.529999999999998,2.0
22,36000,RENT,EDUCATION,B,6000,0,0.17,N,3,10.75,6.000000000000001
21,49000,MORTGAGE,VENTURE,A,14000,0,0.29,N,3,7.18,5.0
21,36000,RENT,EDUCATION,B,6000,0,0.17,N,3,11.86,2.0
